Tag	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene	pct.diff
RPS21	4.35091108835265e-292	0.522413184007647	0.927	0.895	1.13001862786695e-287	cancer cell	RPS21	0.032
TCEAL9	1.49551014553926e-291	0.527558094634997	0.533	0.283	3.88413894999457e-287	cancer cell	TCEAL9	0.25
BPTF	1.36705660437457e-285	0.513311452676939	0.687	0.449	3.55051941288164e-281	cancer cell	BPTF	0.238
ST3GAL5	2.74513323882996e-282	0.506912095162754	0.493	0.25	7.12966004788917e-278	cancer cell	ST3GAL5	0.243
TMEM59	2.91186942871462e-282	0.507472552246855	0.686	0.482	7.56270728025761e-278	cancer cell	TMEM59	0.204
GLO1	6.11651004798717e-274	0.518054229888523	0.606	0.378	1.58857998966323e-269	cancer cell	GLO1	0.228
ATP5IF1	5.28956854146304e-271	0.518618208328778	0.786	0.64	1.37380674158878e-266	cancer cell	ATP5IF1	0.146
ETS2	4.11086866627454e-266	0.512531379913961	0.541	0.291	1.06767481000482e-261	cancer cell	ETS2	0.25
XIST	3.08891296509948e-260	0.545262877539726	0.484	0.24	8.02252475295636e-256	cancer cell	XIST	0.244
SPAG9	3.92554303993157e-256	0.519787763505883	0.53	0.292	1.01954203833103e-251	cancer cell	SPAG9	0.238
PRPF6	7.86629319110835e-252	0.543973329718522	0.608	0.386	2.04303366759466e-247	cancer cell	PRPF6	0.222
NUCB2	3.88839123634274e-241	0.630176491408896	0.668	0.46	1.00989297190294e-236	cancer cell	NUCB2	0.208
MT-TV	2.59329133721048e-213	0.605529719144979	0.579	0.382	6.73529626100306e-209	cancer cell	MT-TV	0.197
QSOX1	4.15644850711857e-212	0.552651927469375	0.494	0.291	1.07951280626884e-207	cancer cell	QSOX1	0.203
CETN2	9.4971165396988e-168	0.569859922206916	0.401	0.219	2.46659110769057e-163	cancer cell	CETN2	0.182
CNOT2	2.12988833031779e-157	0.52072325142067	0.423	0.252	5.53174597150137e-153	cancer cell	CNOT2	0.171
RNPC3	2.38399109604289e-149	0.594851908406895	0.446	0.277	6.19170167464259e-145	cancer cell	RNPC3	0.169
NCOA7	7.33049097355892e-132	0.501492030780861	0.432	0.277	1.90387511565272e-127	cancer cell	NCOA7	0.155
IGLC3	0	5.60336304358059	0.603	0.066	0	B_cells	IGLC3	0.537
JCHAIN	0	4.86614086285002	0.832	0.056	0	B_cells	JCHAIN	0.776
IGHA2	0	4.49550035934558	0.493	0.037	0	B_cells	IGHA2	0.456
MZB1	0	3.13025097936456	0.923	0.013	0	B_cells	MZB1	0.91
ENAM	0	2.47955745880943	0.565	0.024	0	B_cells	ENAM	0.541
ITM2C	0	1.83671474579345	0.708	0.104	0	B_cells	ITM2C	0.604
DERL3	0	1.7348423226135	0.612	0.013	0	B_cells	DERL3	0.599
CD79A	0	1.38638684494126	0.512	0.016	0	B_cells	CD79A	0.496
ANKRD36BP2	0	1.0551123159182	0.347	0.003	0	B_cells	ANKRD36BP2	0.344
TNFRSF17	0	0.935236285210221	0.353	0.002	0	B_cells	TNFRSF17	0.351
CD27	0	0.928704097439559	0.355	0.011	0	B_cells	CD27	0.344
FKBP11	0	0.808982399922559	0.311	0.014	0	B_cells	FKBP11	0.297
CPNE5	0	0.709837038592403	0.264	0.006	0	B_cells	CPNE5	0.258
IGHG1	1.74759439066162e-305	5.34372768903789	0.562	0.066	4.53885215142635e-301	B_cells	IGHG1	0.496
PIM2	6.52058632278385e-304	1.01815200187711	0.386	0.028	1.69352667975342e-299	B_cells	PIM2	0.358
ISG20	1.27218811402127e-262	1.26026583857937	0.554	0.074	3.30412696973604e-258	B_cells	ISG20	0.48
SLAMF7	4.00727539860175e-255	1.20427714195586	0.515	0.063	1.04076956652485e-250	B_cells	SLAMF7	0.452
IGHG3	3.24319516355264e-252	4.68903217554054	0.518	0.067	8.42322647877891e-248	B_cells	IGHG3	0.451
IGLC2	1.33105262410298e-191	6.06563027278701	0.76	0.226	3.45700987532025e-187	B_cells	IGLC2	0.534
SSR4	1.84499488885562e-190	1.93827869877767	0.956	0.676	4.79182072533581e-186	B_cells	SSR4	0.28
IGKC	3.39189440035992e-180	5.78086516912731	0.818	0.287	8.80942813661478e-176	B_cells	IGKC	0.531
HERPUD11	1.27764160477858e-149	1.67677394050419	0.832	0.394	3.31829077593092e-145	B_cells	HERPUD1	0.438
IGHA1	3.83692574709608e-139	5.77777163354336	0.716	0.268	9.96526355035794e-135	B_cells	IGHA1	0.448
IGHG4	3.2165564691049e-125	5.63303448863406	0.601	0.179	8.35404046155925e-121	B_cells	IGHG4	0.422
PRDM1	1.14944510039488e-116	0.895479946950098	0.331	0.053	2.98533881474558e-112	B_cells	PRDM1	0.278
FAM46C	1.08486860463083e-109	0.731345548280275	0.292	0.045	2.81762073994719e-105	B_cells	FAM46C	0.247
SEC11C	7.90071737142204e-96	1.31434044747393	0.725	0.385	2.05197431570573e-91	B_cells	SEC11C	0.34
HSP90B1	6.35003417263753e-91	0.954586428873928	0.97	0.935	1.64923087531742e-86	B_cells	HSP90B1	0.0349999999999999
XBP1	1.11377304694329e-81	1.18089354899016	0.727	0.409	2.89269135752112e-77	B_cells	XBP1	0.318
AC243960.1	5.68602649161427e-75	0.809380402830671	0.311	0.069	1.47677480040206e-70	B_cells	AC243960.1	0.242
SELENOK	2.68148193074355e-56	0.989387047218559	0.694	0.463	6.96434487052714e-52	B_cells	SELENOK	0.231
RGS12	1.13540787977214e-47	0.705782056166584	0.752	0.449	2.94888134534419e-43	B_cells	RGS1	0.303
UBE2J1	1.0927305424296e-44	0.783512113884394	0.496	0.249	2.83803976479816e-40	B_cells	UBE2J1	0.247
NUCB21	4.10643021396728e-43	0.766332329033454	0.713	0.514	1.06652205517158e-38	B_cells	NUCB2	0.199
PRDX4	1.22050143827087e-37	0.821832436124631	0.512	0.299	3.16988633547711e-33	B_cells	PRDX4	0.213
SELENOS	4.27734303196199e-33	0.75715167625461	0.645	0.504	1.11091153226117e-28	B_cells	SELENOS	0.141
FKBP2	4.18789755327818e-32	0.783537617901963	0.598	0.423	1.08768075253741e-27	B_cells	FKBP2	0.175
BIRC3	1.69001562862443e-31	0.677337250621623	0.397	0.181	4.38930859066338e-27	B_cells	BIRC3	0.216
DNAJB9	1.57745693410968e-30	0.571126933661802	0.3	0.121	4.09697114926965e-26	B_cells	DNAJB9	0.179
SELENOM	1.05252982862293e-29	0.654388556171623	0.369	0.172	2.73363047089948e-25	B_cells	SELENOM	0.197
SPCS1	1.50171061704315e-24	0.691492779179805	0.623	0.516	3.90024281458446e-20	B_cells	SPCS1	0.107
PLPP5	4.30172617966535e-22	0.560315700179081	0.333	0.168	1.11724432338269e-17	B_cells	PLPP5	0.165
SPCS2	7.92516600459883e-21	0.596217115464232	0.567	0.448	2.05832411471441e-16	B_cells	SPCS2	0.119
IER21	1.27701636066579e-19	0.68503842335327	0.683	0.579	3.3166668919212e-15	B_cells	IER2	0.104
SUB1	3.48065493657875e-19	0.558688696577307	0.658	0.565	9.03995700128232e-15	B_cells	SUB1	0.0930000000000001
SPCS3	3.07430148650141e-18	0.579499046587939	0.551	0.448	7.98457582074147e-14	B_cells	SPCS3	0.103
SEL1L3	1.76249787412482e-15	0.546912734310499	0.306	0.177	4.57755947867698e-11	B_cells	SEL1L3	0.129
DDIT4	2.64935205914818e-15	0.505444777251021	0.333	0.193	6.88089716801965e-11	B_cells	DDIT4	0.14
SDF2L1	7.60296285806788e-13	0.511455963923702	0.402	0.29	1.97464151349739e-08	B_cells	SDF2L1	0.112
ERLEC1	1.30819313112103e-12	0.508519639135273	0.592	0.534	3.39763920014755e-08	B_cells	ERLEC1	0.0579999999999999
TAOK1	8.26222404650465e-10	2.47008043756973	0.168	0.349	2.14586482935819e-05	B_cells	TAOK1	-0.181
H1FX	9.70355841279211e-10	0.626758783811858	0.366	0.275	2.52020819097037e-05	B_cells	H1FX	0.091
HSPA1B1	1.61060439151373e-08	0.567409738841004	0.496	0.422	0.000418306172563947	B_cells	HSPA1B	0.074
NFKBIA2	1.37875240070531e-07	0.511280098343392	0.821	0.835	0.00358089573511183	B_cells	NFKBIA	-0.014
SPARCL1	0	4.18605651956512	0.963	0.016	0	Alveolar epithelial cell	SPARCL1	0.947
POSTN	0	3.29227067298763	0.725	0.003	0	Alveolar epithelial cell	POSTN	0.722
COL3A1	0	2.91837586942039	0.284	0.001	0	Alveolar epithelial cell	COL3A1	0.283
ACKR1	0	2.89334694651786	0.56	0.003	0	Alveolar epithelial cell	ACKR1	0.557
IL33	0	2.00423369134633	0.569	0.009	0	Alveolar epithelial cell	IL33	0.56
ADGRL4	0	1.9426971708537	0.56	0.001	0	Alveolar epithelial cell	ADGRL4	0.559
CLDN5	0	1.78201033705939	0.495	0.002	0	Alveolar epithelial cell	CLDN5	0.493
RAMP2	0	1.71987466627592	0.468	0.002	0	Alveolar epithelial cell	RAMP2	0.466
VWF	0	1.5136177591721	0.459	0.004	0	Alveolar epithelial cell	VWF	0.455
CALCRL	0	1.48067929809698	0.459	0.006	0	Alveolar epithelial cell	CALCRL	0.453
LDB2	0	1.47248771163376	0.45	0	0	Alveolar epithelial cell	LDB2	0.45
LAMA4	0	1.44655561514965	0.459	0.003	0	Alveolar epithelial cell	LAMA4	0.456
AEBP1	0	1.44101530488685	0.266	0.002	0	Alveolar epithelial cell	AEBP1	0.264
ZNF385D	0	1.42893703606065	0.431	0.001	0	Alveolar epithelial cell	ZNF385D	0.43
EMCN	0	1.42587501059938	0.459	0	0	Alveolar epithelial cell	EMCN	0.459
COL4A1	0	1.41723434665716	0.339	0.001	0	Alveolar epithelial cell	COL4A1	0.338
C7	0	1.35443760272859	0.321	0	0	Alveolar epithelial cell	C7	0.321
TM4SF18	0	1.33213691313109	0.422	0.001	0	Alveolar epithelial cell	TM4SF18	0.421
CD34	0	1.29968347103496	0.45	0.001	0	Alveolar epithelial cell	CD34	0.449
CLEC14A	0	1.17313221938348	0.367	0	0	Alveolar epithelial cell	CLEC14A	0.367
FAM13C	0	1.1513190979432	0.321	0.002	0	Alveolar epithelial cell	FAM13C	0.319
LAMB1	0	1.12332687945022	0.358	0.003	0	Alveolar epithelial cell	LAMB1	0.355
CYYR1	0	1.12304608395307	0.349	0.002	0	Alveolar epithelial cell	CYYR1	0.347
MCAM	0	1.07996447307748	0.303	0.003	0	Alveolar epithelial cell	MCAM	0.3
PLVAP	0	1.05757571263423	0.321	0.001	0	Alveolar epithelial cell	PLVAP	0.32
JAM2	0	1.03031846128468	0.339	0.001	0	Alveolar epithelial cell	JAM2	0.338
RBP5	0	0.896798350531872	0.284	0.001	0	Alveolar epithelial cell	RBP5	0.283
RAMP3	0	0.892495022623428	0.257	0	0	Alveolar epithelial cell	RAMP3	0.257
MMRN2	0	0.883341896604355	0.266	0	0	Alveolar epithelial cell	MMRN2	0.266
PCAT19	0	0.883127721225702	0.294	0.002	0	Alveolar epithelial cell	PCAT19	0.292
ERG	0	0.851761331610769	0.275	0.001	0	Alveolar epithelial cell	ERG	0.274
CTHRC1	2.29399860479242e-290	1.37851552819704	0.257	0.004	5.95797317636687e-286	Alveolar epithelial cell	CTHRC1	0.253
TSPAN7	1.74850946719846e-280	1.44311689261374	0.422	0.012	4.54122878820784e-276	Alveolar epithelial cell	TSPAN7	0.41
PCDH17	1.08714106847577e-261	1.08872694164182	0.303	0.006	2.82352278304527e-257	Alveolar epithelial cell	PCDH17	0.297
GNG11	2.06137556394757e-248	2.24140589479598	0.734	0.047	5.35380461468463e-244	Alveolar epithelial cell	GNG11	0.687
ITM2A	5.35412198942944e-220	1.66092686527988	0.541	0.027	1.39057256309461e-215	Alveolar epithelial cell	ITM2A	0.514
CALD1	6.26877615023112e-203	1.95167579637249	0.578	0.035	1.62812654173803e-198	Alveolar epithelial cell	CALD1	0.543
IGFBP7	3.3443179152957e-199	3.5796612468391	0.917	0.104	8.685862489606e-195	Alveolar epithelial cell	IGFBP7	0.813
ESAM	1.05267634907117e-184	1.39370650666365	0.505	0.029	2.73401101380763e-180	Alveolar epithelial cell	ESAM	0.476
CAVIN1	4.14998377033946e-169	2.2556349936906	0.835	0.098	1.07783378483256e-164	Alveolar epithelial cell	CAVIN1	0.737
NNMT	1.65370641859057e-155	1.29942541768062	0.468	0.029	4.29500631036344e-151	Alveolar epithelial cell	NNMT	0.439
MGP1	1.92846897376917e-148	2.99256153084414	0.826	0.108	5.00861961867329e-144	Alveolar epithelial cell	MGP	0.718
PALMD	2.33633617457113e-147	1.38066587624747	0.45	0.028	6.06793231259613e-143	Alveolar epithelial cell	PALMD	0.422
ZEB1	4.62669769748186e-145	1.1309786376115	0.376	0.02	1.20164592598999e-140	Alveolar epithelial cell	ZEB1	0.356
MYLK	1.64153583238204e-144	1.0318595334944	0.275	0.01	4.26339686386265e-140	Alveolar epithelial cell	MYLK	0.265
NUAK1	1.27575220500074e-138	0.868742865078799	0.303	0.013	3.31338362682793e-134	Alveolar epithelial cell	NUAK1	0.29
NOSTRIN	1.14549013497229e-118	1.81784095043635	0.606	0.068	2.97506697855002e-114	Alveolar epithelial cell	NOSTRIN	0.538
CAV11	1.19058032850505e-112	2.12432462237488	0.761	0.118	3.09217522919333e-108	Alveolar epithelial cell	CAV1	0.643
NBL1	2.73899389402216e-103	1.03439361803497	0.266	0.014	7.11371494155435e-99	Alveolar epithelial cell	NBL1	0.252
CD93	1.02144311639396e-99	1.29326203766478	0.514	0.055	2.65289206189839e-95	Alveolar epithelial cell	CD93	0.459
ECSCR	4.24315147022398e-94	1.25895745978757	0.459	0.047	1.10203129984657e-89	Alveolar epithelial cell	ECSCR	0.412
TCF4	7.68212587235254e-91	1.74832262186321	0.706	0.123	1.9952017315674e-86	Alveolar epithelial cell	TCF4	0.583
ID1	5.66230108540051e-90	2.10489585112143	0.55	0.073	1.47061283790022e-85	Alveolar epithelial cell	ID1	0.477
C1orf115	2.04435122860287e-89	0.841549990363162	0.303	0.021	5.30958901092737e-85	Alveolar epithelial cell	C1orf115	0.282
TIMP3	4.17880182857205e-82	1.78865619625263	0.532	0.072	1.08531841091673e-77	Alveolar epithelial cell	TIMP3	0.46
COL1A2	2.10898496441416e-76	3.89229559127782	0.284	0.022	5.47745574957646e-72	Alveolar epithelial cell	COL1A2	0.262
ARHGAP29	2.47789687988688e-76	1.55864431875919	0.56	0.088	6.43559377644221e-72	Alveolar epithelial cell	ARHGAP29	0.472
SPARC1	6.52791987626527e-71	2.4976734593249	0.844	0.272	1.69543135026362e-66	Alveolar epithelial cell	SPARC	0.572
EGFL7	2.73223004147006e-66	0.944509574506371	0.349	0.037	7.09614786370603e-62	Alveolar epithelial cell	EGFL7	0.312
ETS1	4.66082766343369e-63	1.11092468011599	0.413	0.054	1.210510160747e-58	Alveolar epithelial cell	ETS1	0.359
NPDC1	1.48142451957336e-62	0.871587202263114	0.284	0.026	3.84755576223594e-58	Alveolar epithelial cell	NPDC1	0.258
IGFBP4	3.11145277676579e-55	1.42110304762094	0.587	0.133	8.08106515181612e-51	Alveolar epithelial cell	IGFBP4	0.454
FOXC1	1.0878401884809e-51	0.889223407944165	0.303	0.035	2.82533853752259e-47	Alveolar epithelial cell	FOXC1	0.268
PRSS23	1.85623497108208e-51	1.22442294601269	0.413	0.066	4.82101346689438e-47	Alveolar epithelial cell	PRSS23	0.347
ID3	6.50002106502282e-50	2.03204127296342	0.706	0.238	1.68818547100773e-45	Alveolar epithelial cell	ID3	0.468
IFITM31	4.55366960795597e-49	1.357569335019	0.972	0.701	1.18267907057833e-44	Alveolar epithelial cell	IFITM3	0.271
FERMT2	1.68501918050134e-48	0.828165306577114	0.312	0.04	4.37633181559808e-44	Alveolar epithelial cell	FERMT2	0.272
HDGFL3	3.20649219556559e-48	0.972495174536957	0.394	0.064	8.32790153032295e-44	Alveolar epithelial cell	HDGFL3	0.33
HEG1	5.43339118869278e-48	0.693085290593666	0.257	0.027	1.41116035952729e-43	Alveolar epithelial cell	HEG1	0.23
IFITM21	5.09651348670934e-47	1.57796254485977	0.835	0.386	1.32366648276815e-42	Alveolar epithelial cell	IFITM2	0.449
MYL9	9.56007229346894e-47	1.05335672733673	0.303	0.039	2.48294197605975e-42	Alveolar epithelial cell	MYL9	0.264
CTGF	4.29167898822606e-42	1.23265724550634	0.349	0.056	1.11463486682207e-37	Alveolar epithelial cell	CTGF	0.293
ELK3	6.60857417951297e-41	1.17507457925904	0.514	0.127	1.71637888590311e-36	Alveolar epithelial cell	ELK3	0.387
C1R	1.59331843083042e-40	1.43165819100192	0.257	0.033	4.13816662855276e-36	Alveolar epithelial cell	C1R	0.224
AQP11	2.84774704494218e-40	1.27808209240362	0.495	0.113	7.39616862512383e-36	Alveolar epithelial cell	AQP1	0.382
CAVIN22	4.69708467852421e-38	1.35697979488189	0.45	0.101	1.21992683270631e-33	Alveolar epithelial cell	CAVIN2	0.349
SPTBN11	6.74960435031113e-38	1.22105397198019	0.532	0.147	1.75300724186281e-33	Alveolar epithelial cell	SPTBN1	0.385
CNN31	2.04645107038338e-37	1.07690691180594	0.459	0.107	5.31504271999971e-33	Alveolar epithelial cell	CNN3	0.352
FILIP1	7.56269100857295e-37	0.884727945724032	0.257	0.035	1.96418210874657e-32	Alveolar epithelial cell	FILIP1	0.222
LIFR	8.36614945019353e-37	0.886749246590082	0.284	0.043	2.17285633520426e-32	Alveolar epithelial cell	LIFR	0.241
CRIP21	2.6417292572692e-36	1.22909344288826	0.56	0.163	6.86109922697957e-32	Alveolar epithelial cell	CRIP2	0.397
CYTL1	4.27136579476358e-36	0.981687755452055	0.266	0.039	1.109359124216e-31	Alveolar epithelial cell	CYTL1	0.227
EDN1	3.92755263962569e-35	1.2311652086884	0.303	0.05	1.02006397156359e-30	Alveolar epithelial cell	EDN1	0.253
MMP2	5.12754051109227e-34	1.24024956504356	0.303	0.052	1.33172482154088e-29	Alveolar epithelial cell	MMP2	0.251
A2M1	5.18746883095572e-34	1.55093037642706	0.835	0.492	1.34728940477582e-29	Alveolar epithelial cell	A2M	0.343
RPS6	2.54011444801903e-32	0.899533224786445	0.982	0.963	6.59718524439503e-28	Alveolar epithelial cell	RPS6	0.019
NFIB1	3.11708739940386e-31	1.07376890407411	0.541	0.171	8.09569939373171e-27	Alveolar epithelial cell	NFIB	0.37
RPL37	1.29822116059104e-30	0.714229917323456	0.972	0.975	3.37173999828704e-26	Alveolar epithelial cell	RPL37	-0.003
TPM4	6.57867367815593e-30	0.919397442588689	0.945	0.819	1.70861312769066e-25	Alveolar epithelial cell	TPM4	0.126
RPS27A	8.10240778419029e-30	0.707559870227612	0.963	0.909	2.1043573497099e-25	Alveolar epithelial cell	RPS27A	0.0539999999999999
RPS28	2.17962981881129e-29	0.822032536563857	0.945	0.926	5.66093456541667e-25	Alveolar epithelial cell	RPS28	0.0189999999999999
RPL23	3.55578283914484e-29	0.705054867610281	0.982	0.979	9.23507918982697e-25	Alveolar epithelial cell	RPL23	0.003
EMP1	1.10247264366826e-28	1.25552353176893	0.642	0.275	2.86334195013519e-24	Alveolar epithelial cell	EMP1	0.367
RPL23A	2.71783305588856e-28	0.940355286831617	0.945	0.844	7.05875601275377e-24	Alveolar epithelial cell	RPL23A	0.101
RPL24	2.91707162286908e-28	0.745610242899194	0.936	0.847	7.57621841891557e-24	Alveolar epithelial cell	RPL24	0.0890000000000001
SPRY1	9.28489098159677e-28	1.87261950932628	0.615	0.28	2.41147188574031e-23	Alveolar epithelial cell	SPRY1	0.335
RPL9	1.39996086038607e-27	0.617786848959321	0.972	0.937	3.63597834659471e-23	Alveolar epithelial cell	RPL9	0.0349999999999999
CLU2	1.60240095763279e-27	2.01706746706652	0.633	0.264	4.16175576716389e-23	Alveolar epithelial cell	CLU	0.369
RPL31	3.3172206903628e-27	0.646095198487069	0.972	0.979	8.61548557701026e-23	Alveolar epithelial cell	RPL31	-0.00700000000000001
RPL5	4.22695302503016e-27	0.746595774755769	0.936	0.936	1.09782423966083e-22	Alveolar epithelial cell	RPL5	0
GIMAP7	6.89647928630199e-27	1.18969035290748	0.477	0.155	1.79115360023835e-22	Alveolar epithelial cell	GIMAP7	0.322
RPL35A	8.45238002111363e-27	0.751529965008987	0.963	0.897	2.19525213908363e-22	Alveolar epithelial cell	RPL35A	0.0659999999999999
RPS18	8.69193280277602e-27	0.820538409075257	0.936	0.941	2.25746878753699e-22	Alveolar epithelial cell	RPS18	-0.00499999999999989
RPL32	2.16427050769156e-26	0.759184439729003	0.945	0.938	5.62104336257651e-22	Alveolar epithelial cell	RPL32	0.00700000000000001
TM4SF11	2.17106814483666e-26	0.951962146942712	0.615	0.226	5.63869818576977e-22	Alveolar epithelial cell	TM4SF1	0.389
MT-RNR2	4.62308303669237e-26	0.671773585225283	1	1	1.20070712628974e-21	Alveolar epithelial cell	MT-RNR2	0
RPL34	5.17721515699855e-26	0.767688152169655	0.963	0.95	1.34462632057566e-21	Alveolar epithelial cell	RPL34	0.013
HSPG2	6.46298319825995e-26	0.856991542354846	0.33	0.075	1.67856599625207e-21	Alveolar epithelial cell	HSPG2	0.255
HYAL2	8.1000721241619e-26	0.865467498096329	0.33	0.078	2.10375073208733e-21	Alveolar epithelial cell	HYAL2	0.252
RPL37A	1.47758357769638e-24	0.613894773894219	0.954	0.955	3.83758006799305e-20	Alveolar epithelial cell	RPL37A	-0.001
PDLIM11	2.08701542961363e-24	1.15322399025942	0.578	0.253	5.42039647379252e-20	Alveolar epithelial cell	PDLIM1	0.325
UACA	1.08279092109155e-23	1.11548419167937	0.459	0.159	2.81222458025897e-19	Alveolar epithelial cell	UACA	0.3
RPL26	1.30804170154082e-23	0.897139473799891	0.89	0.841	3.39724590724182e-19	Alveolar epithelial cell	RPL26	0.049
RPL13A	1.76269341536015e-23	0.642186281530217	0.991	0.957	4.57806733837338e-19	Alveolar epithelial cell	RPL13A	0.034
RPS3	2.42599258755487e-23	0.677847832840473	0.954	0.93	6.30078794839751e-19	Alveolar epithelial cell	RPS3	0.0239999999999999
RPL21	3.1273417709158e-23	0.608270378613085	0.963	0.966	8.12233204742252e-19	Alveolar epithelial cell	RPL21	-0.003
RPL13	3.52892665073272e-23	0.546642064282731	0.991	0.971	9.16532829728302e-19	Alveolar epithelial cell	RPL13	0.02
RPS3A	6.81985120371904e-23	0.63476157489396	0.917	0.896	1.77125175462991e-18	Alveolar epithelial cell	RPS3A	0.021
RPL3	3.53547079852209e-22	0.720106544332222	0.917	0.888	9.18232475792157e-18	Alveolar epithelial cell	RPL3	0.029
ENPP2	7.20093704067437e-22	0.865494047172757	0.303	0.075	1.87022736820395e-17	Alveolar epithelial cell	ENPP2	0.228
VAMP5	1.34093296963057e-21	0.855433077471639	0.477	0.173	3.48267110872452e-17	Alveolar epithelial cell	VAMP5	0.304
PPFIBP1	2.10654263718674e-21	0.731893716243479	0.367	0.106	5.47111253730141e-17	Alveolar epithelial cell	PPFIBP1	0.261
CTNNAL1	2.48762382886076e-21	1.00024168960443	0.33	0.09	6.46085660831718e-17	Alveolar epithelial cell	CTNNAL1	0.24
RPS27	6.0461431656529e-21	0.50960005447763	0.991	0.99	1.57030430298337e-16	Alveolar epithelial cell	RPS27	0.001
TFPI1	1.62144621138514e-20	1.02722099666894	0.486	0.182	4.21122010020948e-16	Alveolar epithelial cell	TFPI	0.304
RPLP0	4.28424947659991e-20	0.642638801821257	0.936	0.909	1.11270527406253e-15	Alveolar epithelial cell	RPLP0	0.027
RPL11	1.42272119059501e-19	0.568347623841964	0.982	0.958	3.69509147621337e-15	Alveolar epithelial cell	RPL11	0.024
ADIRF	1.24122628839029e-18	0.867090311020408	0.303	0.082	3.22371291620726e-14	Alveolar epithelial cell	ADIRF	0.221
ITGA6	1.49460355712355e-18	1.11693940031889	0.404	0.145	3.88178435856128e-14	Alveolar epithelial cell	ITGA6	0.259
RPS23	1.57595965909685e-18	0.567766132436219	0.927	0.941	4.09308242660635e-14	Alveolar epithelial cell	RPS23	-0.0139999999999999
RPL15	1.59123241693833e-18	0.502645459167242	0.972	0.952	4.13274883327224e-14	Alveolar epithelial cell	RPL15	0.02
MT1X	1.88571748690023e-18	1.32822386241856	0.404	0.144	4.89758545697729e-14	Alveolar epithelial cell	MT1X	0.26
RPS12	2.84316755568572e-18	0.644691134887467	0.936	0.927	7.38427477562696e-14	Alveolar epithelial cell	RPS12	0.00900000000000001
HES11	1.54708909814917e-17	1.20463879674055	0.606	0.306	4.01809980571304e-13	Alveolar epithelial cell	HES1	0.3
ECE1	1.64599461408256e-17	0.554120196383239	0.312	0.09	4.27497721169523e-13	Alveolar epithelial cell	ECE1	0.222
S100A16	1.90162966327408e-17	0.768266256865863	0.294	0.083	4.93891256145543e-13	Alveolar epithelial cell	S100A16	0.211
TJP11	1.92837883666495e-17	0.756614301450567	0.394	0.139	5.00838551458622e-13	Alveolar epithelial cell	TJP1	0.255
TCIM1	3.0412176838847e-17	1.04096245748499	0.45	0.176	7.89865056858535e-13	Alveolar epithelial cell	TCIM	0.274
WWTR1	4.86431530507018e-17	0.876830341728777	0.385	0.139	1.26335997103283e-12	Alveolar epithelial cell	WWTR1	0.246
MYH10	5.70998539735128e-17	0.748365677655604	0.257	0.067	1.48299740740007e-12	Alveolar epithelial cell	MYH10	0.19
RPS5	5.99626343986898e-17	0.66570769962991	0.853	0.804	1.55734954060277e-12	Alveolar epithelial cell	RPS5	0.0489999999999999
PECAM11	2.89980281796407e-16	1.32797794291398	0.624	0.431	7.53136787881628e-12	Alveolar epithelial cell	PECAM1	0.193
RDX	4.37180112426403e-16	1.10872655343706	0.661	0.483	1.13544418799385e-11	Alveolar epithelial cell	RDX	0.178
NR2F2	4.71973147962044e-16	0.770588731251277	0.284	0.083	1.22580865988702e-11	Alveolar epithelial cell	NR2F2	0.201
RPL36	5.99246049182368e-16	0.627686989844503	0.89	0.886	1.55636183893645e-11	Alveolar epithelial cell	RPL36	0.004
PRCP	1.13384895564181e-15	0.911362944691825	0.404	0.165	2.9448325075929e-11	Alveolar epithelial cell	PRCP	0.239
RPS14	1.60941854992042e-15	0.510013917730947	0.945	0.952	4.17998185785332e-11	Alveolar epithelial cell	RPS14	-0.00700000000000001
FLT1	3.98807590652761e-15	0.885192498446304	0.321	0.108	1.03578307444335e-10	Alveolar epithelial cell	FLT1	0.213
RPL7	1.50379037857224e-14	0.629681399095529	0.881	0.86	3.90564437122782e-10	Alveolar epithelial cell	RPL7	0.021
MTUS11	1.62716209253664e-14	0.696903350658769	0.523	0.241	4.22606538673615e-10	Alveolar epithelial cell	MTUS1	0.282
RPS25	2.13184436251909e-14	0.572650840417977	0.899	0.871	5.53682617833458e-10	Alveolar epithelial cell	RPS25	0.028
RPL18	2.22990556025675e-14	0.58385484262113	0.899	0.892	5.79151072109882e-10	Alveolar epithelial cell	RPL18	0.00700000000000001
CNRIP11	2.45200153911561e-14	0.75929353529926	0.294	0.097	6.36833839739105e-10	Alveolar epithelial cell	CNRIP1	0.197
PLPP1	2.50795806650449e-14	0.635403662040403	0.266	0.079	6.51366869032545e-10	Alveolar epithelial cell	PLPP1	0.187
ATP8B1	3.06537297010502e-13	0.700784946042683	0.303	0.106	7.96138667795676e-09	Alveolar epithelial cell	ATP8B1	0.197
RPL12	3.07912093860372e-13	0.54952048338292	0.899	0.922	7.99709290174158e-09	Alveolar epithelial cell	RPL12	-0.023
RPS26	3.138334641802e-13	0.629205640724412	0.862	0.831	8.15088273168815e-09	Alveolar epithelial cell	RPS26	0.031
RPL41	4.99551931303198e-13	0.653042387733606	0.78	0.691	1.29743627598067e-08	Alveolar epithelial cell	RPL41	0.0890000000000001
RPS4X	5.58285082929966e-13	0.55435301017513	0.89	0.868	1.44997801738571e-08	Alveolar epithelial cell	RPS4X	0.022
